Designator,Mid X,Mid Y,Rotation,Layer
D1,127.279999,-96.582207,90.0,top
D2,127.779999,-92.332207,270.0,top
F1,119.779999,-91.832207,0.0,top
FB1,132.079999,-91.632207,180.0,top
J1,139.1,-89.2,180.0,top
J2,122.0,-96.4,0.0,top
R1,130.029999,-96.432207,90.0,top
R2,132.779999,-96.432207,270.0,top
